Invoice No,Customer ID,Invoice Date,Due Date,Invoice Amount,Amount Paid,Outstanding Amount
INV00566,CUST070,2025-04-01 00:00:00,2025-05-31 00:00:00,8426.5,8426.5,0
INV00567,CUST070,2023-08-26 00:00:00,2023-10-25 00:00:00,16793.87,0,16793.87
INV00568,CUST119,2024-01-16 00:00:00,2024-03-16 00:00:00,14136.17,0,14136.17
INV00569,CUST112,2025-06-17 00:00:00,2025-08-01 00:00:00,8896.91,4448.46,4448.45
INV00570,CUST004,2024-04-27 00:00:00,2024-05-27 00:00:00,3797.12,3797.12,0
INV00571,CUST094,2025-06-20 00:00:00,2025-08-19 00:00:00,2813.26,0,2813.26
INV00572,CUST075,2025-11-14 00:00:00,2026-01-13 00:00:00,20872.2,0,20872.2
INV00573,CUST062,2024-04-26 00:00:00,2024-06-10 00:00:00,23000.74,11500.37,11500.37
INV00574,CUST062,2025-07-05 00:00:00,2025-09-03 00:00:00,16419.81,0,16419.81
INV00575,CUST094,2025-09-20 00:00:00,2025-10-20 00:00:00,3034.14,0,3034.14
INV00576,CUST095,2025-08-21 00:00:00,2025-10-05 00:00:00,10349.67,7762.25,2587.42
INV00577,CUST024,2024-06-20 00:00:00,2024-07-20 00:00:00,18359.01,9179.5,9179.51
INV00578,CUST055,2025-11-01 00:00:00,2025-12-01 00:00:00,19605.61,9802.8,9802.81
INV00579,CUST009,2023-05-08 00:00:00,2023-06-22 00:00:00,3396.36,2547.27,849.09
INV00580,CUST119,2023-04-02 00:00:00,2023-06-01 00:00:00,500.75,250.38,250.37
INV00581,CUST003,2024-06-26 00:00:00,2024-07-26 00:00:00,17947.36,0,17947.36
INV00582,CUST115,2025-04-25 00:00:00,2025-05-25 00:00:00,9236.61,2309.15,6927.46
INV00583,CUST031,2025-09-15 00:00:00,2025-10-15 00:00:00,6734.79,0,6734.79
INV00584,CUST040,2024-03-22 00:00:00,2024-04-21 00:00:00,815.99,0,815.99
INV00585,CUST101,2024-01-25 00:00:00,2024-03-10 00:00:00,13737.34,6868.67,6868.67
INV00586,CUST036,2024-11-02 00:00:00,2024-12-17 00:00:00,21353.19,21353.19,0
INV00587,CUST024,2023-02-12 00:00:00,2023-03-14 00:00:00,23961.98,23961.98,0
INV00588,CUST095,2023-09-11 00:00:00,2023-11-10 00:00:00,14360.75,7180.38,7180.37
INV00589,CUST006,2025-12-19 00:00:00,2026-01-18 00:00:00,13104.3,0,13104.3
INV00590,CUST066,2024-10-24 00:00:00,2024-12-23 00:00:00,2583.88,0,2583.88
INV00591,CUST084,2024-04-11 00:00:00,2024-05-11 00:00:00,13947.38,13947.38,0
INV00592,CUST092,2023-10-14 00:00:00,2023-12-13 00:00:00,9809.49,4904.74,4904.75
INV00593,CUST075,2025-10-07 00:00:00,2025-11-06 00:00:00,15374.81,7687.4,7687.41
INV00594,CUST004,2025-02-16 00:00:00,2025-04-17 00:00:00,10023.8,7517.85,2505.95
INV00595,CUST079,2023-12-11 00:00:00,2024-01-10 00:00:00,6387.33,4790.5,1596.83
INV00596,CUST006,2024-10-03 00:00:00,2024-11-02 00:00:00,2826.65,2826.65,0
INV00597,CUST118,2024-01-17 00:00:00,2024-03-17 00:00:00,8215.5,0,8215.5
INV00598,CUST113,2024-11-20 00:00:00,2025-01-04 00:00:00,2867.8,2150.85,716.95
INV00599,CUST094,2025-12-15 00:00:00,2026-02-13 00:00:00,4833.98,4833.98,0
INV00600,CUST120,2024-04-01 00:00:00,2024-05-16 00:00:00,24689.74,0,24689.74
INV00601,CUST102,2025-09-09 00:00:00,2025-10-09 00:00:00,11380.54,5690.27,5690.27
INV00602,CUST051,2023-03-24 00:00:00,2023-05-23 00:00:00,13530.86,0,13530.86
INV00603,CUST062,2023-05-29 00:00:00,2023-07-28 00:00:00,21903.65,21903.65,0
INV00604,CUST057,2023-07-09 00:00:00,2023-09-07 00:00:00,24891.44,0,24891.44
INV00605,CUST066,2025-06-01 00:00:00,2025-07-16 00:00:00,14776.5,7388.25,7388.25
INV00606,CUST079,2023-09-20 00:00:00,2023-11-04 00:00:00,20405.61,0,20405.61
INV00607,CUST075,2024-02-04 00:00:00,2024-03-05 00:00:00,8510.06,6382.54,2127.52
INV00608,CUST008,2025-02-02 00:00:00,2025-03-19 00:00:00,7990.73,0,7990.73
INV00609,CUST026,2024-08-31 00:00:00,2024-10-15 00:00:00,10366.24,0,10366.24
INV00610,CUST051,2025-02-23 00:00:00,2025-03-25 00:00:00,16976.43,4244.11,12732.32
INV00611,CUST045,2023-04-11 00:00:00,2023-06-10 00:00:00,17213.7,17213.7,0
INV00612,CUST044,2025-03-30 00:00:00,2025-05-29 00:00:00,8223.37,0,8223.37
INV00613,CUST005,2025-03-30 00:00:00,2025-04-29 00:00:00,3763.64,0,3763.64
INV00614,CUST070,2024-02-24 00:00:00,2024-04-24 00:00:00,15993.71,11995.28,3998.43
INV00615,CUST026,2023-05-04 00:00:00,2023-06-18 00:00:00,3643.98,1821.99,1821.99
INV00616,CUST118,2024-02-26 00:00:00,2024-03-27 00:00:00,14673.07,14673.07,0
INV00617,CUST068,2025-12-22 00:00:00,2026-01-21 00:00:00,17488.84,0,17488.84
INV00618,CUST019,2025-02-06 00:00:00,2025-03-08 00:00:00,17664.98,8832.49,8832.49
INV00619,CUST084,2024-04-27 00:00:00,2024-06-26 00:00:00,18960.07,0,18960.07
INV00620,CUST097,2024-06-02 00:00:00,2024-07-02 00:00:00,21885.06,0,21885.06
INV00621,CUST020,2023-06-04 00:00:00,2023-07-04 00:00:00,12749,6374.5,6374.5
INV00622,CUST113,2023-04-02 00:00:00,2023-05-02 00:00:00,18391.11,9195.56,9195.55
INV00623,CUST012,2025-09-08 00:00:00,2025-11-07 00:00:00,15669.73,11752.3,3917.43
INV00624,CUST047,2024-03-30 00:00:00,2024-05-14 00:00:00,5072.68,0,5072.68
INV00625,CUST001,2024-08-20 00:00:00,2024-09-19 00:00:00,1129.4,282.35,847.05
INV00626,CUST090,2024-05-24 00:00:00,2024-07-08 00:00:00,7471.26,1867.82,5603.44
INV00627,CUST014,2024-01-21 00:00:00,2024-03-21 00:00:00,11354.33,11354.33,0
INV00628,CUST064,2024-02-09 00:00:00,2024-04-09 00:00:00,15619.1,0,15619.1
INV00629,CUST038,2023-09-03 00:00:00,2023-11-02 00:00:00,21324,0,21324
INV00630,CUST037,2025-01-11 00:00:00,2025-03-12 00:00:00,5308.02,1327,3981.02
INV00631,CUST011,2024-10-22 00:00:00,2024-12-06 00:00:00,3575.97,1787.98,1787.99
INV00632,CUST100,2024-10-11 00:00:00,2024-11-10 00:00:00,24105.26,0,24105.26
INV00633,CUST077,2025-06-19 00:00:00,2025-08-18 00:00:00,3147.09,3147.09,0
INV00634,CUST107,2023-03-06 00:00:00,2023-05-05 00:00:00,12223.03,0,12223.03
INV00635,CUST003,2025-11-02 00:00:00,2025-12-17 00:00:00,14846.31,14846.31,0
INV00636,CUST033,2023-08-01 00:00:00,2023-09-15 00:00:00,13763.67,0,13763.67
INV00637,CUST006,2023-08-30 00:00:00,2023-10-29 00:00:00,2607.79,1303.9,1303.89
INV00638,CUST050,2024-05-07 00:00:00,2024-06-06 00:00:00,1897.16,1897.16,0
INV00639,CUST120,2023-12-04 00:00:00,2024-01-03 00:00:00,3084.34,0,3084.34
INV00640,CUST010,2023-06-22 00:00:00,2023-08-21 00:00:00,14846.9,14846.9,0
INV00641,CUST005,2024-11-02 00:00:00,2024-12-17 00:00:00,13836.45,3459.11,10377.34
INV00642,CUST023,2023-06-13 00:00:00,2023-08-12 00:00:00,6226.65,6226.65,0
INV00643,CUST010,2024-04-09 00:00:00,2024-06-08 00:00:00,16125.47,8062.74,8062.73
INV00644,CUST044,2025-09-21 00:00:00,2025-11-05 00:00:00,20591.65,0,20591.65
INV00645,CUST002,2024-05-11 00:00:00,2024-07-10 00:00:00,1518.68,0,1518.68
INV00646,CUST013,2024-11-30 00:00:00,2025-01-29 00:00:00,12704.18,0,12704.18
INV00647,CUST040,2024-01-30 00:00:00,2024-03-30 00:00:00,17388.11,0,17388.11
INV00648,CUST002,2024-12-03 00:00:00,2025-01-17 00:00:00,6681.64,0,6681.64
INV00649,CUST084,2023-11-04 00:00:00,2023-12-04 00:00:00,8040.39,0,8040.39
INV00650,CUST065,2023-07-02 00:00:00,2023-08-01 00:00:00,15534.13,3883.53,11650.6
INV00651,CUST063,2024-09-20 00:00:00,2024-11-04 00:00:00,22499.41,16874.56,5624.85
INV00652,CUST101,2024-05-24 00:00:00,2024-06-23 00:00:00,20343.15,0,20343.15
INV00653,CUST073,2024-06-29 00:00:00,2024-08-28 00:00:00,14786.69,0,14786.69
INV00654,CUST017,2024-09-15 00:00:00,2024-10-15 00:00:00,18390.43,9195.22,9195.21
INV00655,CUST009,2024-08-16 00:00:00,2024-10-15 00:00:00,9438.15,0,9438.15
INV00656,CUST075,2025-01-13 00:00:00,2025-02-12 00:00:00,16203.66,0,16203.66
INV00657,CUST015,2024-07-07 00:00:00,2024-08-21 00:00:00,11921.45,0,11921.45
INV00658,CUST024,2023-01-21 00:00:00,2023-02-20 00:00:00,5153.44,5153.44,0
INV00659,CUST038,2024-07-07 00:00:00,2024-08-06 00:00:00,17692.59,17692.59,0
INV00660,CUST119,2024-02-01 00:00:00,2024-03-02 00:00:00,14133.38,3533.34,10600.04
INV00661,CUST035,2024-09-16 00:00:00,2024-10-31 00:00:00,9286.23,4643.12,4643.11
INV00662,CUST094,2023-04-15 00:00:00,2023-05-15 00:00:00,22827.81,11413.9,11413.91
INV00663,CUST095,2023-07-11 00:00:00,2023-08-25 00:00:00,1012.89,506.44,506.45
INV00664,CUST049,2023-01-17 00:00:00,2023-03-18 00:00:00,8236.44,4118.22,4118.22
INV00665,CUST069,2024-01-28 00:00:00,2024-02-27 00:00:00,1893.59,946.8,946.79
INV00666,CUST062,2024-02-29 00:00:00,2024-04-14 00:00:00,19279.92,0,19279.92
INV00667,CUST060,2023-05-09 00:00:00,2023-06-23 00:00:00,17701.63,0,17701.63
INV00668,CUST108,2024-07-25 00:00:00,2024-08-24 00:00:00,8618.13,2154.53,6463.6
INV00669,CUST050,2023-01-29 00:00:00,2023-03-30 00:00:00,17053.74,17053.74,0
INV00670,CUST078,2025-10-30 00:00:00,2025-12-14 00:00:00,10200.46,5100.23,5100.23
INV00671,CUST117,2023-08-30 00:00:00,2023-09-29 00:00:00,19028.22,19028.22,0
INV00672,CUST120,2023-08-20 00:00:00,2023-10-19 00:00:00,11627.5,11627.5,0
INV00673,CUST075,2025-02-27 00:00:00,2025-04-13 00:00:00,10600.85,0,10600.85
INV00674,CUST009,2024-12-15 00:00:00,2025-01-29 00:00:00,23400.88,11700.44,11700.44
INV00675,CUST034,2025-01-28 00:00:00,2025-03-29 00:00:00,6646.54,3323.27,3323.27
INV00676,CUST076,2025-03-12 00:00:00,2025-05-11 00:00:00,3450.96,3450.96,0
INV00677,CUST099,2025-02-14 00:00:00,2025-03-16 00:00:00,14821.31,14821.31,0
INV00678,CUST035,2024-12-26 00:00:00,2025-01-25 00:00:00,24248.38,12124.19,12124.19
INV00679,CUST001,2023-07-19 00:00:00,2023-09-02 00:00:00,9757.06,0,9757.06
INV00680,CUST040,2025-08-02 00:00:00,2025-10-01 00:00:00,2019.9,1514.93,504.97
INV00681,CUST064,2023-03-20 00:00:00,2023-05-19 00:00:00,8812.98,0,8812.98
INV00682,CUST022,2025-08-13 00:00:00,2025-10-12 00:00:00,12895.33,9671.5,3223.83
INV00683,CUST060,2025-05-05 00:00:00,2025-06-19 00:00:00,4467.11,4467.11,0
INV00684,CUST064,2024-04-11 00:00:00,2024-06-10 00:00:00,16623.5,4155.88,12467.62
INV00685,CUST093,2024-08-03 00:00:00,2024-10-02 00:00:00,24944.86,12472.43,12472.43
INV00686,CUST072,2025-07-28 00:00:00,2025-09-11 00:00:00,11567.62,2891.9,8675.72
INV00687,CUST011,2024-03-24 00:00:00,2024-04-23 00:00:00,9190.85,2297.71,6893.14
INV00688,CUST105,2023-03-28 00:00:00,2023-04-27 00:00:00,10317.25,0,10317.25
INV00689,CUST101,2023-04-11 00:00:00,2023-05-26 00:00:00,3321.08,2490.81,830.27
INV00690,CUST014,2025-10-28 00:00:00,2025-12-27 00:00:00,22140.2,22140.2,0
INV00691,CUST060,2025-04-24 00:00:00,2025-06-08 00:00:00,10663.23,10663.23,0
INV00692,CUST030,2023-03-28 00:00:00,2023-04-27 00:00:00,9988.22,0,9988.22
INV00693,CUST035,2023-02-12 00:00:00,2023-03-14 00:00:00,16662.41,16662.41,0
INV00694,CUST085,2024-02-12 00:00:00,2024-03-28 00:00:00,11329.82,8497.36,2832.46
INV00695,CUST037,2024-10-25 00:00:00,2024-12-09 00:00:00,16381.72,0,16381.72
INV00696,CUST005,2025-11-06 00:00:00,2025-12-06 00:00:00,2005.43,0,2005.43
INV00697,CUST083,2023-05-28 00:00:00,2023-07-12 00:00:00,20436.22,0,20436.22
INV00698,CUST078,2023-10-04 00:00:00,2023-11-03 00:00:00,23542.35,23542.35,0
INV00699,CUST026,2023-08-20 00:00:00,2023-10-04 00:00:00,16394.75,8197.38,8197.37
INV00700,CUST062,2024-01-01 00:00:00,2024-02-15 00:00:00,23886.87,17915.15,5971.72
INV00701,CUST004,2024-03-11 00:00:00,2024-04-25 00:00:00,4210.09,0,4210.09
INV00702,CUST089,2024-02-03 00:00:00,2024-03-04 00:00:00,12196.7,9147.53,3049.17
INV00703,CUST109,2024-05-13 00:00:00,2024-06-27 00:00:00,15244.26,0,15244.26
INV00704,CUST042,2024-06-23 00:00:00,2024-07-23 00:00:00,14752.55,3688.14,11064.41
INV00705,CUST089,2024-07-16 00:00:00,2024-08-15 00:00:00,10335.81,5167.9,5167.91
INV00706,CUST018,2024-03-17 00:00:00,2024-05-01 00:00:00,8783.07,0,8783.07
INV00707,CUST040,2025-02-11 00:00:00,2025-03-28 00:00:00,3607.19,3607.19,0
INV00708,CUST072,2023-12-16 00:00:00,2024-01-15 00:00:00,10097.69,0,10097.69
INV00709,CUST039,2024-06-03 00:00:00,2024-07-03 00:00:00,4485.19,2242.59,2242.6
INV00710,CUST104,2023-05-18 00:00:00,2023-07-17 00:00:00,18491.96,4622.99,13868.97
INV00711,CUST014,2025-09-18 00:00:00,2025-10-18 00:00:00,5616.36,2808.18,2808.18
INV00712,CUST032,2024-01-03 00:00:00,2024-03-03 00:00:00,1934.85,0,1934.85
INV00713,CUST051,2023-12-26 00:00:00,2024-02-24 00:00:00,14032.97,0,14032.97
INV00714,CUST038,2025-07-09 00:00:00,2025-09-07 00:00:00,15083.13,15083.13,0
INV00715,CUST097,2023-11-25 00:00:00,2024-01-09 00:00:00,21861.87,0,21861.87
INV00716,CUST023,2025-08-19 00:00:00,2025-10-03 00:00:00,14636.05,14636.05,0
INV00717,CUST063,2024-04-07 00:00:00,2024-05-07 00:00:00,8964.28,8964.28,0
INV00718,CUST015,2025-08-03 00:00:00,2025-10-02 00:00:00,20173.79,0,20173.79
INV00719,CUST097,2025-08-20 00:00:00,2025-10-04 00:00:00,13736.83,0,13736.83
INV00720,CUST025,2025-04-15 00:00:00,2025-05-30 00:00:00,2442.37,1221.18,1221.19
INV00721,CUST017,2023-06-18 00:00:00,2023-08-02 00:00:00,14363.34,14363.34,0
INV00722,CUST097,2023-08-05 00:00:00,2023-09-19 00:00:00,22746.45,22746.45,0
INV00723,CUST111,2024-01-13 00:00:00,2024-02-27 00:00:00,10209.66,5104.83,5104.83
INV00724,CUST119,2023-04-29 00:00:00,2023-06-28 00:00:00,7759.98,5819.98,1940
INV00725,CUST066,2023-07-09 00:00:00,2023-09-07 00:00:00,4015,0,4015
INV00726,CUST078,2025-02-05 00:00:00,2025-04-06 00:00:00,4210.42,4210.42,0
INV00727,CUST053,2024-01-05 00:00:00,2024-03-05 00:00:00,11102.9,11102.9,0
INV00728,CUST104,2023-05-29 00:00:00,2023-06-28 00:00:00,15094.16,0,15094.16
INV00729,CUST104,2024-10-13 00:00:00,2024-12-12 00:00:00,2475.08,0,2475.08
INV00730,CUST051,2025-02-08 00:00:00,2025-03-25 00:00:00,23519.43,0,23519.43
INV00731,CUST039,2024-01-09 00:00:00,2024-03-09 00:00:00,19000.77,0,19000.77
INV00732,CUST051,2025-02-19 00:00:00,2025-03-21 00:00:00,14872.29,14872.29,0
INV00733,CUST070,2023-06-09 00:00:00,2023-07-24 00:00:00,20796.75,5199.19,15597.56
INV00734,CUST006,2023-12-17 00:00:00,2024-02-15 00:00:00,2464.58,0,2464.58
INV00735,CUST067,2025-06-10 00:00:00,2025-08-09 00:00:00,12182.55,0,12182.55
INV00736,CUST007,2024-06-06 00:00:00,2024-08-05 00:00:00,15937.28,15937.28,0
INV00737,CUST051,2024-06-05 00:00:00,2024-07-20 00:00:00,20802,10401,10401
INV00738,CUST072,2025-02-21 00:00:00,2025-04-07 00:00:00,19695,4923.75,14771.25
INV00739,CUST042,2023-09-30 00:00:00,2023-10-30 00:00:00,7288.2,0,7288.2
INV00740,CUST064,2025-07-24 00:00:00,2025-09-07 00:00:00,23551.56,23551.56,0
INV00741,CUST116,2023-07-02 00:00:00,2023-08-16 00:00:00,3546.47,3546.47,0
INV00742,CUST015,2024-05-02 00:00:00,2024-07-01 00:00:00,21940.77,0,21940.77
INV00743,CUST111,2025-04-25 00:00:00,2025-06-09 00:00:00,24288.04,0,24288.04
INV00744,CUST029,2023-05-04 00:00:00,2023-07-03 00:00:00,4840.26,0,4840.26
INV00745,CUST033,2025-09-11 00:00:00,2025-11-10 00:00:00,18190.62,0,18190.62
INV00746,CUST116,2025-02-28 00:00:00,2025-04-14 00:00:00,1487,743.5,743.5
INV00747,CUST094,2024-02-18 00:00:00,2024-03-19 00:00:00,10432.86,10432.86,0
INV00748,CUST103,2024-11-16 00:00:00,2024-12-16 00:00:00,13148.94,3287.24,9861.7
INV00749,CUST027,2023-04-23 00:00:00,2023-06-07 00:00:00,14725.81,14725.81,0
INV00750,CUST036,2025-06-06 00:00:00,2025-07-06 00:00:00,23430.46,5857.62,17572.84
INV00751,CUST029,2023-05-02 00:00:00,2023-07-01 00:00:00,16970.14,12727.6,4242.54
INV00752,CUST038,2023-02-08 00:00:00,2023-04-09 00:00:00,12291.31,9218.48,3072.83
INV00753,CUST057,2024-05-11 00:00:00,2024-06-25 00:00:00,20337.04,0,20337.04
INV00754,CUST097,2025-02-18 00:00:00,2025-03-20 00:00:00,23788.05,5947.01,17841.04
INV00755,CUST101,2025-07-31 00:00:00,2025-08-30 00:00:00,1040.62,520.31,520.31
INV00756,CUST027,2023-05-29 00:00:00,2023-07-28 00:00:00,24571.77,0,24571.77
INV00757,CUST055,2025-10-18 00:00:00,2025-12-02 00:00:00,2610.24,652.56,1957.68
INV00758,CUST033,2024-10-22 00:00:00,2024-11-21 00:00:00,20452.48,10226.24,10226.24
INV00759,CUST068,2023-10-29 00:00:00,2023-12-13 00:00:00,7368.2,7368.2,0
INV00760,CUST086,2023-08-26 00:00:00,2023-09-25 00:00:00,3738.4,934.6,2803.8
INV00761,CUST066,2024-10-08 00:00:00,2024-12-07 00:00:00,11276.46,11276.46,0
INV00762,CUST010,2024-10-24 00:00:00,2024-12-23 00:00:00,16276.94,4069.24,12207.7
INV00763,CUST005,2023-08-24 00:00:00,2023-10-08 00:00:00,9833.32,7374.99,2458.33
INV00764,CUST074,2023-07-22 00:00:00,2023-09-20 00:00:00,1836.85,918.42,918.43
INV00765,CUST097,2023-09-13 00:00:00,2023-10-13 00:00:00,15186.8,15186.8,0
INV00766,CUST118,2024-08-20 00:00:00,2024-10-19 00:00:00,22608.88,5652.22,16956.66
INV00767,CUST038,2024-10-23 00:00:00,2024-12-07 00:00:00,9888.78,4944.39,4944.39
INV00768,CUST013,2023-08-23 00:00:00,2023-10-07 00:00:00,5800.15,2900.08,2900.07
INV00769,CUST031,2024-06-17 00:00:00,2024-08-01 00:00:00,11343.14,2835.78,8507.36
INV00770,CUST047,2025-05-09 00:00:00,2025-06-08 00:00:00,1684.89,0,1684.89
INV00771,CUST100,2025-02-08 00:00:00,2025-03-10 00:00:00,20601.95,0,20601.95
INV00772,CUST109,2024-06-24 00:00:00,2024-07-24 00:00:00,20745.35,0,20745.35
INV00773,CUST088,2023-08-01 00:00:00,2023-08-31 00:00:00,14906.01,14906.01,0
INV00774,CUST052,2024-04-07 00:00:00,2024-05-07 00:00:00,9151.02,0,9151.02
INV00775,CUST056,2024-03-11 00:00:00,2024-05-10 00:00:00,20094.69,0,20094.69
INV00776,CUST015,2023-10-10 00:00:00,2023-11-09 00:00:00,14089.83,10567.37,3522.46
INV00777,CUST029,2023-03-29 00:00:00,2023-04-28 00:00:00,20735.34,0,20735.34
INV00778,CUST008,2025-12-03 00:00:00,2026-02-01 00:00:00,15970.74,7985.37,7985.37
INV00779,CUST005,2024-04-05 00:00:00,2024-05-05 00:00:00,19717.93,0,19717.93
INV00780,CUST029,2023-10-05 00:00:00,2023-11-19 00:00:00,15164.79,15164.79,0
INV00781,CUST047,2024-02-25 00:00:00,2024-03-26 00:00:00,10646.46,10646.46,0
INV00782,CUST068,2024-11-26 00:00:00,2024-12-26 00:00:00,23969.67,23969.67,0
INV00783,CUST076,2024-05-29 00:00:00,2024-07-13 00:00:00,13757.29,3439.32,10317.97
INV00784,CUST045,2024-12-03 00:00:00,2025-01-17 00:00:00,15324.69,11493.52,3831.17
INV00785,CUST002,2023-01-19 00:00:00,2023-03-05 00:00:00,5901.95,0,5901.95
INV00786,CUST027,2023-01-23 00:00:00,2023-03-09 00:00:00,15828.44,0,15828.44
INV00787,CUST095,2024-02-17 00:00:00,2024-03-18 00:00:00,14504.39,0,14504.39
INV00788,CUST115,2025-11-19 00:00:00,2026-01-03 00:00:00,5028.54,2514.27,2514.27
INV00789,CUST115,2023-04-18 00:00:00,2023-06-02 00:00:00,1959.88,489.97,1469.91
INV00790,CUST036,2023-05-16 00:00:00,2023-07-15 00:00:00,15306.8,7653.4,7653.4
INV00791,CUST036,2023-12-28 00:00:00,2024-02-11 00:00:00,19210.46,0,19210.46
INV00792,CUST026,2023-05-09 00:00:00,2023-06-23 00:00:00,13323.33,3330.83,9992.5
INV00793,CUST043,2024-05-29 00:00:00,2024-07-28 00:00:00,6055.93,4541.95,1513.98
INV00794,CUST027,2024-03-24 00:00:00,2024-05-23 00:00:00,16829.79,4207.45,12622.34
INV00795,CUST069,2025-05-23 00:00:00,2025-06-22 00:00:00,2462.59,1846.94,615.65
INV00796,CUST020,2024-04-17 00:00:00,2024-06-16 00:00:00,11324.93,0,11324.93
INV00797,CUST011,2025-10-30 00:00:00,2025-11-29 00:00:00,4502.49,4502.49,0
INV00798,CUST074,2023-10-29 00:00:00,2023-12-28 00:00:00,5019.25,2509.62,2509.63
INV00799,CUST104,2023-08-19 00:00:00,2023-10-18 00:00:00,5456.2,0,5456.2
INV00800,CUST038,2025-07-11 00:00:00,2025-08-10 00:00:00,9974.32,0,9974.32
INV00801,CUST006,2025-12-25 00:00:00,2026-02-23 00:00:00,1753.18,876.59,876.59
INV00802,CUST072,2025-07-25 00:00:00,2025-08-24 00:00:00,10245.94,10245.94,0
INV00803,CUST023,2023-04-22 00:00:00,2023-06-21 00:00:00,13036.83,3259.21,9777.62
INV00804,CUST047,2025-11-02 00:00:00,2025-12-17 00:00:00,12340.71,0,12340.71
INV00805,CUST090,2024-05-14 00:00:00,2024-07-13 00:00:00,9878.21,9878.21,0
INV00806,CUST046,2025-07-20 00:00:00,2025-08-19 00:00:00,21059.09,10529.54,10529.55
INV00807,CUST107,2024-08-20 00:00:00,2024-10-19 00:00:00,4060.5,1015.12,3045.38
INV00808,CUST012,2023-08-22 00:00:00,2023-09-21 00:00:00,12889.57,3222.39,9667.18
INV00809,CUST090,2024-08-24 00:00:00,2024-09-23 00:00:00,2020.01,0,2020.01
INV00810,CUST013,2023-11-10 00:00:00,2023-12-25 00:00:00,2243.31,1121.66,1121.65
INV00811,CUST104,2024-07-19 00:00:00,2024-09-02 00:00:00,14559.71,3639.93,10919.78
INV00812,CUST062,2025-11-01 00:00:00,2025-12-01 00:00:00,14367.45,14367.45,0
INV00813,CUST082,2023-07-28 00:00:00,2023-09-26 00:00:00,22011.82,5502.96,16508.86
INV00814,CUST089,2025-11-03 00:00:00,2025-12-03 00:00:00,14167.91,3541.98,10625.93
INV00815,CUST097,2025-11-09 00:00:00,2025-12-09 00:00:00,24014.88,12007.44,12007.44
INV00816,CUST111,2024-08-09 00:00:00,2024-10-08 00:00:00,1693.02,1693.02,0
INV00817,CUST104,2025-10-11 00:00:00,2025-12-10 00:00:00,2901.19,2901.19,0
INV00818,CUST060,2025-12-29 00:00:00,2026-02-27 00:00:00,1579.61,394.9,1184.71
INV00819,CUST043,2024-11-28 00:00:00,2025-01-27 00:00:00,5039.28,3779.46,1259.82
INV00820,CUST076,2023-05-12 00:00:00,2023-06-11 00:00:00,13761.12,6880.56,6880.56
INV00821,CUST108,2025-11-09 00:00:00,2025-12-09 00:00:00,16316.52,4079.13,12237.39
INV00822,CUST100,2024-06-19 00:00:00,2024-08-03 00:00:00,1616.84,0,1616.84
INV00823,CUST112,2025-10-10 00:00:00,2025-11-09 00:00:00,23676.29,5919.07,17757.22
INV00824,CUST068,2023-08-15 00:00:00,2023-10-14 00:00:00,21133.05,0,21133.05
INV00825,CUST005,2025-04-01 00:00:00,2025-05-16 00:00:00,7767.01,7767.01,0
INV00826,CUST120,2025-05-20 00:00:00,2025-07-19 00:00:00,2391.09,0,2391.09
INV00827,CUST037,2024-02-09 00:00:00,2024-03-10 00:00:00,4662.23,4662.23,0
INV00828,CUST072,2023-07-21 00:00:00,2023-09-04 00:00:00,3610.14,1805.07,1805.07
INV00829,CUST106,2023-02-07 00:00:00,2023-04-08 00:00:00,3520.45,1760.22,1760.23
INV00830,CUST113,2025-07-30 00:00:00,2025-09-13 00:00:00,13204.76,6602.38,6602.38
INV00831,CUST092,2023-07-07 00:00:00,2023-08-21 00:00:00,6523.26,0,6523.26
INV00832,CUST031,2025-12-16 00:00:00,2026-01-15 00:00:00,9274.42,2318.6,6955.82
INV00833,CUST009,2025-07-29 00:00:00,2025-09-27 00:00:00,24742.88,0,24742.88
INV00834,CUST118,2025-11-09 00:00:00,2025-12-24 00:00:00,17265.7,8632.85,8632.85
INV00835,CUST051,2023-09-30 00:00:00,2023-11-14 00:00:00,23750.03,5937.51,17812.52
INV00836,CUST029,2024-08-05 00:00:00,2024-10-04 00:00:00,3992.64,2994.48,998.16
INV00837,CUST078,2024-05-30 00:00:00,2024-07-14 00:00:00,9862.42,0,9862.42
INV00838,CUST040,2024-06-09 00:00:00,2024-07-24 00:00:00,14090.93,0,14090.93
INV00839,CUST041,2023-12-02 00:00:00,2024-01-16 00:00:00,2380.57,595.14,1785.43
INV00840,CUST086,2024-11-28 00:00:00,2025-01-27 00:00:00,602.59,602.59,0
INV00841,CUST011,2025-12-14 00:00:00,2026-02-12 00:00:00,16925.64,12694.23,4231.41
INV00842,CUST023,2024-05-14 00:00:00,2024-07-13 00:00:00,16224.58,4056.14,12168.44
INV00843,CUST001,2025-06-18 00:00:00,2025-08-17 00:00:00,10564.33,5282.16,5282.17
INV00844,CUST046,2025-02-04 00:00:00,2025-03-06 00:00:00,12496.28,0,12496.28
INV00845,CUST101,2024-06-19 00:00:00,2024-08-03 00:00:00,10678.35,10678.35,0
INV00846,CUST021,2023-06-11 00:00:00,2023-08-10 00:00:00,1088.12,544.06,544.06
INV00847,CUST090,2024-08-16 00:00:00,2024-09-30 00:00:00,8716.6,0,8716.6
INV00848,CUST110,2023-06-08 00:00:00,2023-07-23 00:00:00,4838.52,2419.26,2419.26
INV00849,CUST036,2023-03-01 00:00:00,2023-03-31 00:00:00,2911.39,0,2911.39
