InvoiceNo,SalesRepID,OrderDate,InvoiceDate,DueDate,InvoiceAmount,AmountPaid,OutstandingAmount,PaymentStatus
INV00539,SR017,2024-10-15,2024-10-16,2024-12-15,13175.39,5798.48,7376.91,Partially Paid
INV00540,SR024,2024-04-19,2024-04-21,2024-06-05,12513.48,5535.76,6977.72,Partially Paid
INV00541,SR007,2024-02-14,2024-02-15,2024-03-16,15172.69,8945.42,6227.27,Partially Paid
INV00542,SR013,2024-06-28,2024-07-02,2024-08-16,15925.99,3946.24,11979.75,Partially Paid
INV00543,SR021,2024-02-13,2024-02-15,2024-04-15,12219.48,8812.44,3407.04,Partially Paid
INV00544,SR010,2025-02-02,2025-02-03,2025-04-04,17578.63,3611.45,13967.18,Partially Paid
INV00545,SR020,2024-09-17,2024-09-19,2024-11-18,8139.14,5259.27,2879.87,Partially Paid
INV00546,SR008,2024-09-10,2024-09-14,2024-10-14,5201.09,3318.72,1882.37,Partially Paid
INV00547,SR003,2024-09-27,2024-09-28,2024-11-12,18711.53,2469.6,16241.93,Partially Paid
INV00548,SR019,2024-08-03,2024-08-06,2024-10-05,13817.37,10538.87,3278.5,Partially Paid
INV00549,SR025,2024-02-07,2024-02-08,2024-04-08,1816.89,476.36,1340.53,Partially Paid
INV00550,SR002,2025-04-17,2025-04-18,2025-06-02,10378.91,6523.88,3855.03,Partially Paid
INV00551,SR017,2025-01-27,2025-01-31,2025-03-17,14185.31,1169.26,13016.05,Partially Paid
INV00552,SR018,2024-10-02,2024-10-07,2024-11-06,5910.62,1831.74,4078.88,Partially Paid
INV00553,SR017,2025-04-16,2025-04-18,2025-05-18,10959.61,4282.26,6677.35,Partially Paid
INV00554,SR021,2025-01-25,2025-01-26,2025-03-12,14124.18,10310.06,3814.12,Partially Paid
INV00555,SR008,2024-01-30,2024-02-01,2024-03-02,18530.24,2149.26,16380.98,Partially Paid
INV00556,SR020,2024-11-07,2024-11-08,2024-12-23,13488.55,8876.17,4612.38,Partially Paid
INV00557,SR006,2024-03-02,2024-03-03,2024-05-02,3175.63,36.05,3139.58,Partially Paid
INV00558,SR016,2025-05-02,2025-05-05,2025-07-04,10585.85,8706.93,1878.92,Partially Paid
INV00559,SR009,2024-03-26,2024-03-29,2024-04-28,15120.64,13207.28,1913.36,Partially Paid
INV00560,SR024,2025-03-29,2025-03-30,2025-04-29,7032.72,3019.32,4013.4,Partially Paid
INV00561,SR017,2024-02-02,2024-02-05,2024-04-05,19513.49,12245.36,7268.13,Partially Paid
INV00562,SR016,2024-08-21,2024-08-26,2024-10-10,1581.06,1358.7,222.36,Partially Paid
INV00563,SR006,2024-07-07,2024-07-09,2024-08-23,15579.91,13932.62,1647.29,Partially Paid
INV00564,SR022,2025-01-05,2025-01-06,2025-02-05,14945.21,38.39,14906.82,Partially Paid
INV00565,SR001,2024-05-05,2024-05-06,2024-06-20,7597.54,6991.46,606.08,Partially Paid
INV00566,SR006,2025-04-21,2025-04-22,2025-06-21,16160.75,11539.11,4621.64,Partially Paid
INV00567,SR021,2024-08-02,2024-08-04,2024-09-18,5341.13,4891.7,449.43,Partially Paid
INV00568,SR011,2024-05-18,2024-05-19,2024-07-18,7769.76,3900.74,3869.02,Partially Paid
INV00569,SR002,2024-04-01,2024-04-03,2024-06-02,19637.57,18735.8,901.77,Partially Paid
INV00570,SR003,2025-03-25,2025-03-29,2025-05-13,15583.79,4841.85,10741.94,Partially Paid
INV00571,SR003,2024-10-10,2024-10-14,2024-11-13,7693.93,2243.51,5450.42,Partially Paid
INV00572,SR010,2025-01-13,2025-01-18,2025-02-17,9546.57,5648.62,3897.95,Partially Paid
INV00573,SR016,2025-01-30,2025-02-01,2025-04-02,18058.64,13733.27,4325.37,Partially Paid
INV00574,SR008,2024-03-18,2024-03-19,2024-05-03,966.25,523.27,442.98,Partially Paid
INV00575,SR021,2025-03-05,2025-03-06,2025-04-20,528.51,347.39,181.12,Partially Paid
INV00576,SR024,2025-01-07,2025-01-10,2025-02-09,4501.29,4425.29,76,Partially Paid
INV00577,SR014,2024-09-08,2024-09-09,2024-10-09,14377.22,1337.46,13039.76,Partially Paid
INV00578,SR008,2025-04-04,2025-04-09,2025-05-24,14166.51,5276.91,8889.6,Partially Paid
INV00579,SR024,2024-02-13,2024-02-18,2024-03-19,10355.84,6598.9,3756.94,Partially Paid
INV00580,SR013,2024-02-08,2024-02-13,2024-04-13,1714.52,1135.77,578.75,Partially Paid
INV00581,SR005,2024-05-01,2024-05-04,2024-06-18,17092.82,15828.67,1264.15,Partially Paid
INV00582,SR013,2024-12-24,2024-12-27,2025-02-10,9328.78,2179.31,7149.47,Partially Paid
INV00583,SR007,2024-03-10,2024-03-15,2024-04-14,3530.51,580.33,2950.18,Partially Paid
INV00584,SR015,2024-06-09,2024-06-13,2024-07-13,10950.53,10563.26,387.27,Partially Paid
INV00585,SR007,2024-08-19,2024-08-22,2024-10-06,5667.65,679.63,4988.02,Partially Paid
INV00586,SR006,2025-02-17,2025-02-20,2025-04-21,14089.12,568.21,13520.91,Partially Paid
INV00587,SR011,2024-03-16,2024-03-17,2024-05-16,5340.27,1899.76,3440.51,Partially Paid
INV00588,SR017,2024-01-26,2024-01-29,2024-03-14,16491.75,2867.38,13624.37,Partially Paid
INV00589,SR013,2025-03-13,2025-03-17,2025-05-16,15087.53,3769.66,11317.87,Partially Paid
INV00590,SR015,2024-02-22,2024-02-24,2024-03-25,733.16,608.8,124.36,Partially Paid
INV00591,SR008,2024-03-07,2024-03-09,2024-04-23,7758.68,4890.28,2868.4,Partially Paid
INV00592,SR021,2024-02-13,2024-02-18,2024-04-18,5547,4508.31,1038.69,Partially Paid
INV00593,SR001,2024-02-03,2024-02-05,2024-04-05,9146.91,1178.04,7968.87,Partially Paid
INV00594,SR011,2024-03-03,2024-03-04,2024-04-18,1487.44,1374.59,112.85,Partially Paid
INV00595,SR014,2025-02-24,2025-02-28,2025-04-14,1074.9,734.39,340.51,Partially Paid
INV00596,SR006,2024-06-30,2024-07-02,2024-08-01,5862.14,2614.58,3247.56,Partially Paid
INV00597,SR005,2024-01-18,2024-01-23,2024-03-23,12531.05,8111.08,4419.97,Partially Paid
INV00598,SR016,2024-07-29,2024-08-03,2024-09-17,1689.09,472.57,1216.52,Partially Paid
INV00599,SR005,2024-08-02,2024-08-04,2024-10-03,17750.72,9333.58,8417.14,Partially Paid
INV00600,SR021,2025-02-14,2025-02-19,2025-03-21,19793.37,15476.75,4316.62,Partially Paid
INV00601,SR012,2024-09-02,2024-09-07,2024-10-22,7208.67,4077.59,3131.08,Partially Paid
INV00602,SR011,2024-07-17,2024-07-20,2024-08-19,1008.23,602.03,406.2,Partially Paid
INV00603,SR001,2025-04-03,2025-04-06,2025-05-06,16268.75,7673.72,8595.03,Partially Paid
INV00604,SR012,2025-01-27,2025-02-01,2025-03-03,19492.61,1951.88,17540.73,Partially Paid
INV00605,SR022,2024-05-03,2024-05-06,2024-07-05,16417.56,15059.16,1358.4,Partially Paid
INV00606,SR002,2025-01-26,2025-01-28,2025-03-29,17006.85,13561.1,3445.75,Partially Paid
INV00607,SR012,2025-04-23,2025-04-25,2025-05-25,5112.75,1625.88,3486.87,Partially Paid
INV00608,SR024,2024-12-23,2024-12-26,2025-02-24,1050.03,735.61,314.42,Partially Paid
INV00609,SR019,2024-10-15,2024-10-17,2024-12-16,18993.19,15891.54,3101.65,Partially Paid
INV00610,SR016,2024-10-04,2024-10-07,2024-11-06,10063.51,908.31,9155.2,Partially Paid
INV00611,SR008,2024-11-04,2024-11-06,2024-12-06,10765.75,7.36,10758.39,Partially Paid
INV00612,SR020,2024-04-13,2024-04-15,2024-05-30,14480.28,13304.2,1176.08,Partially Paid
INV00613,SR011,2024-01-31,2024-02-01,2024-03-02,11938.88,10950.63,988.25,Partially Paid
INV00614,SR025,2024-02-26,2024-03-02,2024-04-16,19230.9,7184.49,12046.41,Partially Paid
INV00615,SR022,2024-07-21,2024-07-26,2024-08-25,7062.94,2278.53,4784.41,Partially Paid
INV00616,SR006,2025-01-09,2025-01-13,2025-03-14,19232.91,12485.63,6747.28,Partially Paid
INV00617,SR006,2024-12-28,2025-01-02,2025-03-03,17847.2,10952.99,6894.21,Partially Paid
INV00618,SR012,2024-04-24,2024-04-29,2024-05-29,7878.49,5782.77,2095.72,Partially Paid
INV00619,SR010,2024-03-06,2024-03-08,2024-05-07,535.06,375.62,159.44,Partially Paid
INV00620,SR019,2024-07-19,2024-07-24,2024-08-23,4050.59,1288.97,2761.62,Partially Paid
INV00621,SR020,2024-04-23,2024-04-28,2024-05-28,18765.41,2639.23,16126.18,Partially Paid
INV00622,SR024,2024-02-09,2024-02-11,2024-03-27,19656.4,3300.06,16356.34,Partially Paid
INV00623,SR003,2025-02-24,2025-02-27,2025-04-13,722.21,151.44,570.77,Partially Paid
INV00624,SR023,2024-02-04,2024-02-07,2024-03-23,15846.89,11416.31,4430.58,Partially Paid
INV00625,SR002,2024-07-16,2024-07-20,2024-09-18,8683.24,1444.36,7238.88,Partially Paid
INV00626,SR014,2024-09-09,2024-09-13,2024-10-28,11147.47,1130.67,10016.8,Partially Paid
INV00627,SR016,2025-02-07,2025-02-12,2025-04-13,15285.75,3448.2,11837.55,Partially Paid
INV00628,SR015,2024-02-07,2024-02-08,2024-03-24,891.52,232.8,658.72,Partially Paid
INV00629,SR004,2024-02-07,2024-02-10,2024-03-11,17814.66,2866.46,14948.2,Partially Paid
INV00630,SR003,2024-10-07,2024-10-08,2024-11-22,12083.6,7415.04,4668.56,Partially Paid
INV00631,SR016,2024-12-26,2024-12-27,2025-02-10,18877.62,3114.75,15762.87,Partially Paid
INV00632,SR014,2024-03-21,2024-03-22,2024-04-21,6956.34,6778.25,178.09,Partially Paid
INV00633,SR014,2024-12-22,2024-12-27,2025-02-25,18548.69,10018.62,8530.07,Partially Paid
INV00634,SR022,2024-05-24,2024-05-27,2024-06-26,2370.36,931.32,1439.04,Partially Paid
INV00635,SR018,2025-03-06,2025-03-10,2025-04-09,1562.84,5.96,1556.88,Partially Paid
INV00636,SR003,2024-05-30,2024-06-04,2024-07-19,4393.66,113.07,4280.59,Partially Paid
INV00637,SR006,2024-11-22,2024-11-25,2024-12-25,9734.63,1124.44,8610.19,Partially Paid
INV00638,SR013,2024-08-29,2024-09-02,2024-11-01,5667.59,3637.84,2029.75,Partially Paid
INV00639,SR013,2024-04-04,2024-04-07,2024-05-22,7703.33,3433.95,4269.38,Partially Paid
INV00640,SR009,2024-08-13,2024-08-17,2024-10-01,4911.72,1319.1,3592.62,Partially Paid
INV00641,SR002,2024-03-18,2024-03-19,2024-04-18,13528.75,10933.67,2595.08,Partially Paid
INV00642,SR014,2025-05-12,2025-05-17,2025-06-16,11295.24,9497.01,1798.23,Partially Paid
INV00643,SR017,2024-08-02,2024-08-07,2024-10-06,17404.43,8264.05,9140.38,Partially Paid
INV00644,SR008,2024-08-31,2024-09-03,2024-10-03,8198.69,7001.19,1197.5,Partially Paid
INV00645,SR002,2024-09-14,2024-09-19,2024-11-18,16108.78,10914.26,5194.52,Partially Paid
INV00646,SR020,2024-03-16,2024-03-17,2024-05-01,3871.14,3810.63,60.51,Partially Paid
INV00647,SR007,2025-02-17,2025-02-19,2025-03-21,1332.18,104.4,1227.78,Partially Paid
INV00648,SR022,2024-08-10,2024-08-12,2024-10-11,3383.63,2013.42,1370.21,Partially Paid
INV00649,SR011,2025-04-11,2025-04-12,2025-05-12,8067.93,3205.83,4862.1,Partially Paid
INV00650,SR011,2025-03-14,2025-03-17,2025-05-16,9434.07,8240.34,1193.73,Partially Paid
INV00651,SR023,2024-11-15,2024-11-20,2025-01-19,15742.87,1771.37,13971.5,Partially Paid
INV00652,SR005,2024-03-16,2024-03-21,2024-05-20,11862.2,11445.03,417.17,Partially Paid
INV00653,SR004,2025-04-18,2025-04-19,2025-06-18,15701.12,12337.09,3364.03,Partially Paid
INV00654,SR018,2025-03-26,2025-03-29,2025-05-13,5650.66,3699.98,1950.68,Partially Paid
INV00655,SR019,2024-11-07,2024-11-11,2024-12-11,3857.89,1554.63,2303.26,Partially Paid
INV00656,SR020,2024-11-07,2024-11-11,2024-12-11,8217.96,7223.24,994.72,Partially Paid
INV00657,SR023,2024-05-01,2024-05-02,2024-07-01,9766.75,2623.2,7143.55,Partially Paid
INV00658,SR012,2024-01-11,2024-01-14,2024-02-28,6563.51,5532.03,1031.48,Partially Paid
INV00659,SR023,2024-12-16,2024-12-17,2025-01-16,3120.52,3040.07,80.45,Partially Paid
INV00660,SR015,2025-01-31,2025-02-03,2025-03-20,14711.59,8900.2,5811.39,Partially Paid
INV00661,SR003,2024-04-06,2024-04-10,2024-05-10,18311.94,7456.08,10855.86,Partially Paid
INV00662,SR016,2025-01-23,2025-01-28,2025-03-14,16509.84,8507.02,8002.82,Partially Paid
INV00663,SR006,2024-02-03,2024-02-06,2024-04-06,10382.51,1408.39,8974.12,Partially Paid
INV00664,SR017,2025-03-26,2025-03-31,2025-04-30,3887.88,3402.6,485.28,Partially Paid
INV00665,SR007,2025-03-04,2025-03-05,2025-04-04,1144.89,57.88,1087.01,Partially Paid
INV00666,SR012,2024-12-26,2024-12-28,2025-02-11,7682.86,3566.53,4116.33,Partially Paid
INV00667,SR013,2024-11-21,2024-11-22,2025-01-21,1095.98,408.22,687.76,Partially Paid
INV00668,SR020,2024-08-16,2024-08-18,2024-10-02,11944.16,4177.59,7766.57,Partially Paid
INV00669,SR006,2025-03-04,2025-03-07,2025-05-06,16701.97,1509.72,15192.25,Partially Paid
INV00670,SR001,2024-07-16,2024-07-17,2024-08-16,17149.52,13373.71,3775.81,Partially Paid
INV00671,SR007,2025-03-14,2025-03-16,2025-05-15,4889.68,1010.85,3878.83,Partially Paid
INV00672,SR021,2024-07-28,2024-08-02,2024-09-01,17360.28,16789.79,570.49,Partially Paid
INV00673,SR022,2024-01-05,2024-01-09,2024-02-08,13123.75,7889.24,5234.51,Partially Paid
INV00674,SR001,2024-04-24,2024-04-27,2024-06-26,16199.17,4948.19,11250.98,Partially Paid
INV00675,SR023,2024-11-25,2024-11-28,2025-01-12,17961.92,15296.12,2665.8,Partially Paid
INV00676,SR015,2024-05-09,2024-05-11,2024-06-25,6391.83,3327.83,3064,Partially Paid
INV00677,SR020,2024-07-22,2024-07-27,2024-08-26,643.28,642.91,0.37,Partially Paid
INV00678,SR012,2024-10-14,2024-10-19,2024-12-18,6012.2,4114.83,1897.37,Partially Paid
INV00679,SR016,2024-02-02,2024-02-05,2024-03-21,12991.6,11192.15,1799.45,Partially Paid
INV00680,SR009,2024-12-01,2024-12-04,2025-01-03,3423.62,2620.69,802.93,Partially Paid
INV00681,SR002,2025-02-16,2025-02-21,2025-04-07,13380.34,9108.74,4271.6,Partially Paid
INV00682,SR024,2024-01-14,2024-01-18,2024-03-03,5558.81,2326.73,3232.08,Partially Paid
INV00683,SR013,2025-01-12,2025-01-13,2025-03-14,14307.34,8184.41,6122.93,Partially Paid
INV00684,SR007,2024-06-24,2024-06-26,2024-08-25,10925.38,8575.3,2350.08,Partially Paid
INV00685,SR022,2024-07-02,2024-07-07,2024-08-21,16985.68,14278.82,2706.86,Partially Paid
INV00686,SR018,2024-04-02,2024-04-05,2024-05-05,9680.23,7172.27,2507.96,Partially Paid
INV00687,SR024,2025-02-17,2025-02-22,2025-03-24,18965.01,17060.76,1904.25,Partially Paid
INV00688,SR021,2024-02-15,2024-02-17,2024-04-02,4854.89,4230.71,624.18,Partially Paid
INV00689,SR014,2025-02-07,2025-02-10,2025-03-27,5580.91,1641.07,3939.84,Partially Paid
INV00690,SR004,2024-08-28,2024-08-29,2024-10-28,11879.71,11218.02,661.69,Partially Paid
INV00691,SR003,2024-08-29,2024-08-31,2024-10-30,2836.41,1930.74,905.67,Partially Paid
INV00692,SR017,2024-06-01,2024-06-05,2024-07-05,17481.56,2635.84,14845.72,Partially Paid
INV00693,SR007,2024-06-24,2024-06-28,2024-08-27,17910.48,17671.36,239.12,Partially Paid
INV00694,SR005,2024-06-10,2024-06-12,2024-07-12,10007.83,6315.27,3692.56,Partially Paid
INV00695,SR006,2024-06-09,2024-06-10,2024-07-10,9315.04,1950.41,7364.63,Partially Paid
INV00696,SR025,2024-03-27,2024-04-01,2024-05-01,10046.75,7671.39,2375.36,Partially Paid
INV00697,SR003,2024-03-07,2024-03-12,2024-04-26,12853.01,5184.82,7668.19,Partially Paid
INV00698,SR016,2024-07-15,2024-07-16,2024-08-15,10908.76,7970.58,2938.18,Partially Paid
INV00699,SR001,2025-04-01,2025-04-04,2025-06-03,4216.25,2853.34,1362.91,Partially Paid
INV00700,SR021,2025-01-10,2025-01-12,2025-02-11,14023.73,4829.07,9194.66,Partially Paid
INV00701,SR005,2024-02-22,2024-02-26,2024-04-26,11979.08,2000.75,9978.33,Partially Paid
INV00702,SR002,2024-06-01,2024-06-04,2024-07-19,14692.72,8762.3,5930.42,Partially Paid
INV00703,SR011,2024-08-10,2024-08-12,2024-09-26,19924.71,9766.67,10158.04,Partially Paid
INV00704,SR025,2024-04-06,2024-04-08,2024-05-23,872.93,195.82,677.11,Partially Paid
INV00705,SR005,2024-04-18,2024-04-19,2024-06-18,10340.35,1273.54,9066.81,Partially Paid
INV00706,SR023,2024-11-29,2024-11-30,2025-01-14,17592.61,4500,13092.61,Partially Paid
INV00707,SR018,2024-11-15,2024-11-16,2025-01-15,19896.26,13170.73,6725.53,Partially Paid
INV00708,SR021,2025-03-04,2025-03-05,2025-04-04,13950.12,5814.07,8136.05,Partially Paid
INV00709,SR013,2024-03-04,2024-03-09,2024-04-23,9750.73,1493.1,8257.63,Partially Paid
INV00710,SR023,2024-12-17,2024-12-18,2025-02-01,8706.99,879.23,7827.76,Partially Paid
INV00711,SR017,2024-05-18,2024-05-23,2024-07-22,14164.16,5932.31,8231.85,Partially Paid
INV00712,SR004,2024-09-18,2024-09-23,2024-10-23,6012.78,4718.59,1294.19,Partially Paid
INV00713,SR016,2024-04-11,2024-04-16,2024-05-16,15670.2,13029.75,2640.45,Partially Paid
INV00714,SR007,2024-07-02,2024-07-06,2024-08-20,3627.29,1988.26,1639.03,Partially Paid
INV00715,SR007,2024-12-18,2024-12-22,2025-02-05,5072.85,64.68,5008.17,Partially Paid
INV00716,SR003,2025-04-09,2025-04-10,2025-06-09,13545.93,2020.3,11525.63,Partially Paid
INV00717,SR003,2025-02-03,2025-02-08,2025-03-10,14609.49,1479.8,13129.69,Partially Paid
INV00718,SR009,2024-11-25,2024-11-27,2025-01-11,19778.99,5855.02,13923.97,Partially Paid
INV00719,SR015,2024-01-26,2024-01-27,2024-02-26,17545.74,14953.33,2592.41,Partially Paid
INV00720,SR012,2025-02-14,2025-02-17,2025-04-03,14901.53,1415.62,13485.91,Partially Paid
INV00721,SR025,2025-03-31,2025-04-01,2025-05-01,17113.98,11352.64,5761.34,Partially Paid
INV00722,SR006,2024-06-17,2024-06-20,2024-08-04,19124.24,5131.21,13993.03,Partially Paid
INV00723,SR024,2024-02-17,2024-02-20,2024-04-05,4065.95,1629.54,2436.41,Partially Paid
INV00724,SR015,2024-05-19,2024-05-23,2024-07-22,17088.1,13668.76,3419.34,Partially Paid
INV00725,SR021,2025-03-29,2025-03-31,2025-04-30,3083.98,2240.24,843.74,Partially Paid
INV00726,SR006,2024-02-23,2024-02-27,2024-04-27,9912.16,5639.46,4272.7,Partially Paid
INV00727,SR015,2024-04-02,2024-04-07,2024-05-22,15693.7,9594.48,6099.22,Partially Paid
INV00728,SR022,2025-03-26,2025-03-28,2025-05-12,18447.76,2083.44,16364.32,Partially Paid
INV00729,SR014,2024-08-13,2024-08-14,2024-09-13,5601.45,1760.19,3841.26,Partially Paid
INV00730,SR023,2025-03-20,2025-03-25,2025-05-24,11744.66,6635.88,5108.78,Partially Paid
INV00731,SR022,2025-03-23,2025-03-26,2025-05-25,10700.51,7496.57,3203.94,Partially Paid
INV00732,SR004,2024-08-09,2024-08-11,2024-09-25,7242.12,4897.81,2344.31,Partially Paid
INV00733,SR013,2024-03-17,2024-03-22,2024-05-21,1564.04,1006.3,557.74,Partially Paid
INV00734,SR006,2024-09-15,2024-09-19,2024-11-03,17453.6,1306.67,16146.93,Partially Paid
INV00735,SR016,2024-06-13,2024-06-15,2024-07-30,19417.83,977.7,18440.13,Partially Paid
INV00736,SR008,2024-10-08,2024-10-12,2024-11-26,16433.51,1295.46,15138.05,Partially Paid
INV00737,SR015,2025-02-14,2025-02-19,2025-04-05,2216.39,1104.77,1111.62,Partially Paid
INV00738,SR011,2024-03-01,2024-03-05,2024-05-04,13240.77,1359.08,11881.69,Partially Paid
INV00739,SR014,2024-01-19,2024-01-24,2024-03-24,503.31,45.75,457.56,Partially Paid
INV00740,SR020,2025-05-08,2025-05-13,2025-07-12,6439.66,3273.52,3166.14,Partially Paid
INV00741,SR007,2024-12-01,2024-12-05,2025-01-19,7585.18,411.69,7173.49,Partially Paid
INV00742,SR008,2025-03-08,2025-03-12,2025-04-26,11422.94,7079.46,4343.48,Partially Paid
INV00743,SR016,2025-01-01,2025-01-04,2025-03-05,9324.38,908.54,8415.84,Partially Paid
INV00744,SR022,2024-04-23,2024-04-24,2024-06-08,7425.21,4705.07,2720.14,Partially Paid
INV00745,SR010,2024-10-07,2024-10-12,2024-11-26,14190.87,649.63,13541.24,Partially Paid
INV00746,SR006,2024-09-09,2024-09-11,2024-11-10,14978.96,6129.55,8849.41,Partially Paid
INV00747,SR009,2024-11-08,2024-11-10,2024-12-10,2854.54,2432.62,421.92,Partially Paid
INV00748,SR007,2024-08-22,2024-08-24,2024-10-23,7089.7,5367.96,1721.74,Partially Paid
INV00749,SR002,2025-04-19,2025-04-24,2025-05-24,15556.83,7008.42,8548.41,Partially Paid
INV00750,SR022,2024-10-28,2024-11-02,2024-12-02,19295.17,83.7,19211.47,Partially Paid
INV00751,SR024,2024-01-25,2024-01-30,2024-03-15,16856.91,8140.74,8716.17,Partially Paid
INV00752,SR017,2025-02-03,2025-02-05,2025-04-06,11781.81,8606.55,3175.26,Partially Paid
INV00753,SR005,2024-02-23,2024-02-27,2024-04-27,12210.65,10778.29,1432.36,Partially Paid
INV00754,SR017,2025-03-27,2025-03-31,2025-05-15,19600.26,17952.08,1648.18,Partially Paid
INV00755,SR025,2024-05-07,2024-05-10,2024-06-24,19290.07,18720.85,569.22,Partially Paid
INV00756,SR015,2025-02-16,2025-02-18,2025-03-20,8548.54,5984.1,2564.44,Partially Paid
INV00757,SR024,2024-09-19,2024-09-22,2024-11-21,11182.22,3510.22,7672,Partially Paid
INV00758,SR024,2025-04-23,2025-04-28,2025-06-27,4738.18,993.66,3744.52,Partially Paid
INV00759,SR023,2024-05-28,2024-05-31,2024-07-30,3087.1,2193.06,894.04,Partially Paid
INV00760,SR006,2024-09-14,2024-09-19,2024-11-18,12919.11,9177.13,3741.98,Partially Paid
INV00761,SR025,2024-06-29,2024-07-04,2024-08-18,11864.72,11184.56,680.16,Partially Paid
INV00762,SR023,2024-08-01,2024-08-06,2024-09-20,17610.81,7438.57,10172.24,Partially Paid
INV00763,SR001,2024-09-24,2024-09-25,2024-10-25,7926.97,420.64,7506.33,Partially Paid
INV00764,SR002,2024-04-12,2024-04-15,2024-05-15,19678.88,13448.36,6230.52,Partially Paid
INV00765,SR005,2025-03-05,2025-03-06,2025-05-05,15794.97,3222.19,12572.78,Partially Paid
INV00766,SR018,2024-01-17,2024-01-20,2024-03-05,2498.36,2168.66,329.7,Partially Paid
INV00767,SR024,2024-10-14,2024-10-16,2024-12-15,13118.83,5101.74,8017.09,Partially Paid
INV00768,SR017,2025-02-05,2025-02-08,2025-04-09,13457.62,12468.28,989.34,Partially Paid
INV00769,SR013,2024-08-01,2024-08-04,2024-10-03,1549.14,1152.05,397.09,Partially Paid
INV00770,SR007,2024-11-13,2024-11-17,2024-12-17,18273.98,12876.38,5397.6,Partially Paid
INV00771,SR021,2024-07-07,2024-07-12,2024-09-10,14899.78,2927.35,11972.43,Partially Paid
INV00772,SR024,2025-05-08,2025-05-10,2025-06-24,9251.89,9098.8,153.09,Partially Paid
INV00773,SR003,2024-04-05,2024-04-07,2024-06-06,10520.01,3968.13,6551.88,Partially Paid
INV00774,SR014,2024-05-22,2024-05-27,2024-07-11,3036.3,1773.16,1263.14,Partially Paid
INV00775,SR009,2024-01-03,2024-01-06,2024-02-20,14338.94,2219.75,12119.19,Partially Paid
INV00776,SR005,2025-04-20,2025-04-23,2025-06-22,1491.68,1390.82,100.86,Partially Paid
INV00777,SR020,2025-03-07,2025-03-10,2025-04-24,15903.21,8749.31,7153.9,Partially Paid
INV00778,SR003,2025-02-05,2025-02-08,2025-04-09,4789.26,880.6,3908.66,Partially Paid
INV00779,SR003,2025-02-06,2025-02-11,2025-03-13,8610.66,4624.23,3986.43,Partially Paid
INV00780,SR003,2024-06-27,2024-06-29,2024-07-29,13435.02,4447.89,8987.13,Partially Paid
INV00781,SR010,2024-04-21,2024-04-26,2024-06-25,9759.72,5478.47,4281.25,Partially Paid
INV00782,SR025,2024-11-28,2024-11-29,2024-12-29,13544.3,6036.25,7508.05,Partially Paid
INV00783,SR021,2024-11-10,2024-11-15,2024-12-15,19198.49,13103.96,6094.53,Partially Paid
INV00784,SR011,2024-07-14,2024-07-15,2024-08-29,5503.52,3984.41,1519.11,Partially Paid
INV00785,SR001,2025-04-11,2025-04-16,2025-05-31,10529.03,5356.49,5172.54,Partially Paid
INV00786,SR016,2024-01-23,2024-01-26,2024-03-26,4253.99,2186.1,2067.89,Partially Paid
INV00787,SR004,2024-03-26,2024-03-31,2024-05-30,642.95,42.1,600.85,Partially Paid
INV00788,SR022,2024-11-18,2024-11-20,2025-01-19,8772.08,911.65,7860.43,Partially Paid
INV00789,SR018,2025-02-28,2025-03-04,2025-05-03,16426.71,1184.7,15242.01,Partially Paid
INV00790,SR022,2024-03-19,2024-03-20,2024-05-04,14478.93,548.55,13930.38,Partially Paid
INV00791,SR003,2024-01-28,2024-01-30,2024-03-15,11382.64,6544.59,4838.05,Partially Paid
INV00792,SR008,2025-04-11,2025-04-14,2025-05-29,8066.64,5083.74,2982.9,Partially Paid
INV00793,SR014,2024-06-10,2024-06-11,2024-07-26,13629.33,7289.43,6339.9,Partially Paid
INV00794,SR021,2025-01-03,2025-01-08,2025-02-07,15241.23,8925.39,6315.84,Partially Paid
INV00795,SR023,2025-03-10,2025-03-11,2025-04-25,18596.93,1973.8,16623.13,Partially Paid
INV00796,SR022,2024-06-03,2024-06-08,2024-07-08,5989.59,5550.5,439.09,Partially Paid
INV00797,SR013,2024-07-21,2024-07-22,2024-09-05,3548.31,780.15,2768.16,Partially Paid
INV00798,SR024,2024-07-19,2024-07-24,2024-09-07,19222.62,2769.51,16453.11,Partially Paid
INV00799,SR022,2025-03-30,2025-04-02,2025-05-02,11293.72,6268.8,5024.92,Partially Paid
INV00800,SR004,2024-01-22,2024-01-23,2024-03-23,12134.77,6518.22,5616.55,Partially Paid
INV00801,SR003,2024-06-05,2024-06-07,2024-08-06,14957.89,10858.49,4099.4,Partially Paid
INV00802,SR007,2024-07-30,2024-08-04,2024-09-03,3638.61,803.36,2835.25,Partially Paid
INV00803,SR009,2024-04-09,2024-04-10,2024-05-10,13584.07,7706.14,5877.93,Partially Paid
INV00804,SR002,2025-03-11,2025-03-16,2025-04-30,13071.15,956.08,12115.07,Partially Paid
INV00805,SR022,2024-02-04,2024-02-07,2024-03-08,4349.64,2525.38,1824.26,Partially Paid
INV00806,SR011,2024-07-01,2024-07-03,2024-09-01,13281.72,1328.77,11952.95,Partially Paid
INV00807,SR020,2024-02-05,2024-02-07,2024-03-23,9974.29,3275.02,6699.27,Partially Paid
INV00808,SR022,2024-06-05,2024-06-10,2024-07-10,11528.26,4201.98,7326.28,Partially Paid
